geometry,@id,Catégorie,Lieu,id
"{""type"":""Point"",""coordinates"":[-4.1046154,5.3288386]}",node/6966758111,Arrêt de bus,Marche Niangon Nord,node/6966758111
"{""type"":""Point"",""coordinates"":[-4.0994742,5.3525679]}",node/6966758115,Arrêt de bus,Groupe Medical Promethee,node/6966758115
"{""type"":""Point"",""coordinates"":[-4.0994856,5.3545535]}",node/6966758116,Arrêt de bus,Shell Carrefour Oasis,node/6966758116
"{""type"":""Point"",""coordinates"":[-4.0918869,5.3551971]}",node/6966758117,Arrêt de bus,Eglise Protestante CEMA PB2,node/6966758117
"{""type"":""Point"",""coordinates"":[-4.0132351,5.3027996]}",node/6966927287,Arrêt de bus,Ex Pharmacie Mokey,node/6966927287
"{""type"":""Point"",""coordinates"":[-4.0007964,5.2655592]}",node/6967070473,Arrêt de bus,Bank Of Africa,node/6967070473
"{""type"":""Point"",""coordinates"":[-4.0085238,5.2778211]}",node/6967070474,Arrêt de bus,CiC,node/6967070474
"{""type"":""Point"",""coordinates"":[-4.021106,5.3956217]}",node/6967070476,Arrêt de bus,Arret Chateau FILTISAC,node/6967070476
"{""type"":""Point"",""coordinates"":[-4.0485819,5.4435976]}",node/6967074787,Arrêt de bus,PK 18 Agripac,node/6967074787
"{""type"":""Point"",""coordinates"":[-4.022637,5.3053435]}",node/6967158579,Arrêt de bus,Direction Generale du Port,node/6967158579
"{""type"":""Point"",""coordinates"":[-4.0212006,5.4269192]}",node/6968911549,Arrêt de bus,Abobo Gendarmerie,node/6968911549
"{""type"":""Point"",""coordinates"":[-4.0851445,5.3570551]}",node/6968911556,Arrêt de bus,CHU de Yopougon,node/6968911556
"{""type"":""Point"",""coordinates"":[-4.080236,5.3698106]}",node/6968911557,Arrêt de bus,Carrefour Zone,node/6968911557
"{""type"":""Point"",""coordinates"":[-4.0177429,5.3141434]}",node/6969221530,Arrêt de bus,Arret GL Plateau,node/6969221530
"{""type"":""Point"",""coordinates"":[-3.9117702,5.3743039]}",node/6969371620,Arrêt de bus,Terminus Feh Kesse,node/6969371620
"{""type"":""Point"",""coordinates"":[-4.0097992,5.3472803]}",node/6969583471,Arrêt de bus,Clinique Providence,node/6969583471
"{""type"":""Point"",""coordinates"":[-4.0106696,5.3451973]}",node/6969583472,Arrêt de bus,Supermarché Casino,node/6969583472
"{""type"":""Point"",""coordinates"":[-4.0175269,5.3154197]}",node/6969583476,Arrêt de bus,Ecobank Rue du Commerce,node/6969583476
"{""type"":""Point"",""coordinates"":[-4.0166201,5.3161731]}",node/6969583477,Arrêt de bus,Woodin Rue du Commerce,node/6969583477
"{""type"":""Point"",""coordinates"":[-4.0151837,5.3172748]}",node/6969583478,Arrêt de bus,SGBCI Rue du Commerce,node/6969583478
"{""type"":""Point"",""coordinates"":[-3.985249,5.4031227]}",node/6970095632,Arrêt de bus,Terminus 705 Angre,node/6970095632
"{""type"":""Point"",""coordinates"":[-3.9875704,5.3841166]}",node/6970095634,Arrêt de bus,Pharmacie 7 Lys,node/6970095634
"{""type"":""Point"",""coordinates"":[-3.979157,5.3643008]}",node/6970095635,Arrêt de bus,Jules Ferry,node/6970095635
"{""type"":""Point"",""coordinates"":[-3.978931,5.3623286]}",node/6970095638,Arrêt de bus,Manhattan Suite,node/6970095638
"{""type"":""Point"",""coordinates"":[-3.9866585,5.3924174]}",node/6970095639,Arrêt de bus,DGI,node/6970095639
"{""type"":""Point"",""coordinates"":[-3.9505801,5.3569129]}",node/6970366278,Arrêt de bus,Terminus 86 Ancien Camp Akouedo,node/6970366278
"{""type"":""Point"",""coordinates"":[-3.9483645,5.3644022]}",node/6970366282,Arrêt de bus,Rond Point Ancien Camp Akouedo,node/6970366282
"{""type"":""Point"",""coordinates"":[-3.9848558,5.4037758]}",node/6979431044,Arrêt de bus,Terminus 701 Angre,node/6979431044
"{""type"":""Point"",""coordinates"":[-3.9758841,5.391885]}",node/6979431046,Arrêt de bus,Soleil 3,node/6979431046
"{""type"":""Point"",""coordinates"":[-3.9750245,5.3888607]}",node/6979431047,Arrêt de bus,CIE 8e Tranche Djibi,node/6979431047
"{""type"":""Point"",""coordinates"":[-3.9737651,5.3839137]}",node/6979431048,Arrêt de bus,Pharmacie Hermes,node/6979431048
"{""type"":""Point"",""coordinates"":[-3.9627425,5.3749859]}",node/6979431051,Arrêt de bus,Arret Rosier 1er Programme,node/6979431051
"{""type"":""Point"",""coordinates"":[-3.9223124,5.3314008]}",node/6979712504,Arrêt de bus,Ecole Etimoe,node/6979712504
"{""type"":""Point"",""coordinates"":[-3.9226637,5.3400603]}",node/6979712505,Arrêt de bus,SICTA,node/6979712505
"{""type"":""Point"",""coordinates"":[-3.9259271,5.359774]}",node/6979712510,Arrêt de bus,Carrefour Foyer St Joseph,node/6979712510
"{""type"":""Point"",""coordinates"":[-3.9268023,5.3635464]}",node/6979712512,Arrêt de bus,Carrefour Lumiere,node/6979712512
"{""type"":""Point"",""coordinates"":[-3.9281821,5.3684903]}",node/6979712513,Arrêt de bus,Immeuble Al Ghadir,node/6979712513
"{""type"":""Point"",""coordinates"":[-3.9228705,5.3476676]}",node/6979712516,Arrêt de bus,Mondial Béton,node/6979712516
"{""type"":""Point"",""coordinates"":[-3.9218402,5.3428352]}",node/6979712518,Arrêt de bus,Supermarche Clairefontaine,node/6979712518
"{""type"":""Point"",""coordinates"":[-4.0115896,5.2590088]}",node/6980029241,Arrêt de bus,Arret CIPREL,node/6980029241
"{""type"":""Point"",""coordinates"":[-4.0192406,5.4241696]}",node/6980521695,Arrêt de bus,Abobo Gendarmerie,node/6980521695
"{""type"":""Point"",""coordinates"":[-4.0134712,5.4185708]}",node/6980521696,Arrêt de bus,Arrêt,node/6980521696
"{""type"":""Point"",""coordinates"":[-3.9927913,5.387006]}",node/6980521702,Arrêt de bus,Carrefour Sanon,node/6980521702
"{""type"":""Point"",""coordinates"":[-3.9934525,5.3819122]}",node/6980521703,Arrêt de bus,Sgbci,node/6980521703
"{""type"":""Point"",""coordinates"":[-3.9718473,5.2578469]}",node/7025968250,Arrêt de bus,Station Oil Lybia,node/7025968250
"{""type"":""Point"",""coordinates"":[-4.10439,5.3292373]}",node/7025992286,Arrêt de bus,Marche Niangon Nord,node/7025992286
"{""type"":""Point"",""coordinates"":[-4.0083931,5.2772676]}",node/7026069662,Arrêt de bus,CiC,node/7026069662
"{""type"":""Point"",""coordinates"":[-4.0149826,5.341978]}",node/7026279881,Arrêt de bus,Nestle Cocody,node/7026279881
"{""type"":""Point"",""coordinates"":[-3.9641359,5.2850417]}",node/7026390486,Arrêt de bus,Pepiniere Koumassi Sicogi,node/7026390486
"{""type"":""Point"",""coordinates"":[-3.9856634,5.4096636]}",node/7047930663,Arrêt de bus,Boulangerie Jour du Pain,node/7047930663
"{""type"":""Point"",""coordinates"":[-3.9119428,5.3739184]}",node/7048020781,Arrêt de bus,Kessé,node/7048020781
"{""type"":""Point"",""coordinates"":[-4.0973914,5.365903]}",node/7049258140,Arrêt de bus,College Roi David,node/7049258140
"{""type"":""Point"",""coordinates"":[-4.0976979,5.3634963]}",node/7049258141,Arrêt de bus,Pharmacie Gesco,node/7049258141
"{""type"":""Point"",""coordinates"":[-4.1000767,5.3613223]}",node/7049258142,Arrêt de bus,Arret Boutique,node/7049258142
"{""type"":""Point"",""coordinates"":[-4.0936315,5.3580239]}",node/7049258144,Arrêt de bus,College Mamie Adjoua,node/7049258144
"{""type"":""Point"",""coordinates"":[-4.0120965,5.3009034]}",node/7049730219,Arrêt de bus,Pharmacie du Cheminot,node/7049730219
"{""type"":""Point"",""coordinates"":[-3.9712512,5.2734289]}",node/7049730221,Arrêt de bus,Hotel Marly,node/7049730221
"{""type"":""Point"",""coordinates"":[-3.9852691,5.2844982]}",node/7049730222,Arrêt de bus,SIB,node/7049730222
"{""type"":""Point"",""coordinates"":[-4.0031956,5.3485715]}",node/7051810979,Arrêt de bus,Carrefour la Vie,node/7051810979
"{""type"":""Point"",""coordinates"":[-4.0128221,5.3528057]}",node/7051810981,Arrêt de bus,Terminus Liberté,node/7051810981
"{""type"":""Point"",""coordinates"":[-3.9885668,5.3503194]}",node/7051810982,Arrêt de bus,École de Police,node/7051810982
"{""type"":""Point"",""coordinates"":[-3.9797437,5.3530834]}",node/7051810984,Arrêt de bus,Mitterand Riviera 2,node/7051810984
"{""type"":""Point"",""coordinates"":[-3.9788968,5.3529853]}",node/7051811086,Arrêt de bus,Station Total Riviera 2,node/7051811086
"{""type"":""Point"",""coordinates"":[-3.9909077,5.35446]}",node/7051811087,Arrêt de bus,Vallon,node/7051811087
"{""type"":""Point"",""coordinates"":[-4.0228106,5.3498521]}",node/7051905145,Arrêt de bus,Gare Anono,node/7051905145
"{""type"":""Point"",""coordinates"":[-4.0223607,5.3495777]}",node/7051905146,Arrêt de bus,Station,node/7051905146
"{""type"":""Point"",""coordinates"":[-4.0227932,5.347757]}",node/7051905147,Arrêt de bus,Banfora,node/7051905147
"{""type"":""Point"",""coordinates"":[-4.0227107,5.3464705]}",node/7051905148,Arrêt de bus,Saint Michel,node/7051905148
"{""type"":""Point"",""coordinates"":[-4.0226899,5.3451372]}",node/7051905149,Arrêt de bus,Eglise Saint Michel,node/7051905149
"{""type"":""Point"",""coordinates"":[-4.0234597,5.343631]}",node/7051905150,Arrêt de bus,Eglise,node/7051905150
"{""type"":""Point"",""coordinates"":[-3.9993949,5.3490415]}",node/7051905151,Arrêt de bus,SODEFOR,node/7051905151
"{""type"":""Point"",""coordinates"":[-3.9919236,5.3494341]}",node/7051905152,Arrêt de bus,Carrefour CHU,node/7051905152
"{""type"":""Point"",""coordinates"":[-3.9869374,5.3505471]}",node/7051905153,Arrêt de bus,Carrefour SOTRA,node/7051905153
"{""type"":""Point"",""coordinates"":[-3.9724706,5.3445751]}",node/7051905154,Arrêt de bus,Marché Anono,node/7051905154
"{""type"":""Point"",""coordinates"":[-3.9778259,5.3500924]}",node/7051905160,Arrêt de bus,Au Lavage,node/7051905160
"{""type"":""Point"",""coordinates"":[-3.9809205,5.3510311]}",node/7051905161,Arrêt de bus,A la Mosquée,node/7051905161
"{""type"":""Point"",""coordinates"":[-4.0226577,5.3454176]}",node/7052162359,Arrêt de bus,Carrefour Saint Michel,node/7052162359
"{""type"":""Point"",""coordinates"":[-4.0216117,5.3418391]}",node/7052162360,Arrêt de bus,A La Caisse,node/7052162360
"{""type"":""Point"",""coordinates"":[-3.9457347,5.3673438]}",node/7052162361,Arrêt de bus,Akouédo,node/7052162361
"{""type"":""Point"",""coordinates"":[-3.9324155,5.3719142]}",node/7052162362,Arrêt de bus,Playce Palmeraie,node/7052162362
"{""type"":""Point"",""coordinates"":[-3.9287925,5.3728529]}",node/7052162363,Arrêt de bus,Nouveau Goudron,node/7052162363
"{""type"":""Point"",""coordinates"":[-3.9122875,5.3743603]}",node/7052162364,Arrêt de bus,Kessé,node/7052162364
"{""type"":""Point"",""coordinates"":[-3.8981583,5.3602229]}",node/7052162365,Arrêt de bus,CIE,node/7052162365
"{""type"":""Point"",""coordinates"":[-3.8947412,5.3613609]}",node/7052162366,Arrêt de bus,Station Texaco,node/7052162366
"{""type"":""Point"",""coordinates"":[-3.8882764,5.3575885]}",node/7052162367,Arrêt de bus,Collège Moderne,node/7052162367
"{""type"":""Point"",""coordinates"":[-3.8845441,5.3573081]}",node/7052162369,Arrêt de bus,Carrefour Bangui,node/7052162369
"{""type"":""Point"",""coordinates"":[-3.8843443,5.357718]}",node/7052162370,Arrêt de bus,Gare Carrefour Bangui,node/7052162370
"{""type"":""Point"",""coordinates"":[-3.9374359,5.3703106]}",node/7052162373,Arrêt de bus,Faya,node/7052162373
"{""type"":""Point"",""coordinates"":[-4.0218316,5.3493033]}",node/7052340401,Arrêt de bus,Clinique Fraternité,node/7052340401
"{""type"":""Point"",""coordinates"":[-3.9904813,5.3546376]}",node/7052340403,Arrêt de bus,Vallon-1er Pont,node/7052340403
"{""type"":""Point"",""coordinates"":[-3.9542839,5.3271876]}",node/7052340405,Arrêt de bus,M'Pouto,node/7052340405
"{""type"":""Point"",""coordinates"":[-3.9579682,5.3310206]}",node/7052340407,Arrêt de bus,A l'Arrêt,node/7052340407
"{""type"":""Point"",""coordinates"":[-3.9557567,5.3347781]}",node/7052340408,Arrêt de bus,Banny,node/7052340408
"{""type"":""Point"",""coordinates"":[-3.9537035,5.337175]}",node/7052340409,Arrêt de bus,Maison Blanche,node/7052340409
"{""type"":""Point"",""coordinates"":[-3.952691,5.3452694]}",node/7052340410,Arrêt de bus,Mel Théodore,node/7052340410
"{""type"":""Point"",""coordinates"":[-3.9545229,5.3508856]}",node/7052340411,Arrêt de bus,Carrefour Lycée Français,node/7052340411
"{""type"":""Point"",""coordinates"":[-3.9676865,5.3564619]}",node/7052340412,Arrêt de bus,Cap Nord,node/7052340412
"{""type"":""Point"",""coordinates"":[-4.0177533,5.3543439]}",node/7052366500,Arrêt de bus,Adjamé Texaco,node/7052366500
"{""type"":""Point"",""coordinates"":[-4.0256001,5.3635436]}",node/7052366502,Arrêt de bus,Station Shell,node/7052366502
"{""type"":""Point"",""coordinates"":[-4.0288496,5.3644663]}",node/7052366503,Arrêt de bus,Pont Ferrail,node/7052366503
"{""type"":""Point"",""coordinates"":[-4.064189,5.353767]}",node/7052366504,Arrêt de bus,Institut des aveugles,node/7052366504
"{""type"":""Point"",""coordinates"":[-4.0622612,5.3381504]}",node/7052366506,Arrêt de bus,Carrefour Bicici,node/7052366506
"{""type"":""Point"",""coordinates"":[-4.0622391,5.3372905]}",node/7052366507,Arrêt de bus,Nouveau bureau,node/7052366507
"{""type"":""Point"",""coordinates"":[-4.0542723,5.3222141]}",node/7052366509,Arrêt de bus,Yopougon Kowëit,node/7052366509
"{""type"":""Point"",""coordinates"":[-4.0599163,5.3243801]}",node/7052366511,Arrêt de bus,Ghandi,node/7052366511
"{""type"":""Point"",""coordinates"":[-4.0607867,5.3279734]}",node/7052366512,Arrêt de bus,Après le feu,node/7052366512
"{""type"":""Point"",""coordinates"":[-4.0611273,5.3287946]}",node/7052366513,Arrêt de bus,Carrefour sapeur-pompier,node/7052366513
"{""type"":""Point"",""coordinates"":[-4.0623853,5.3328513]}",node/7052366514,Arrêt de bus,Pharmacie Garage,node/7052366514
"{""type"":""Point"",""coordinates"":[-4.0623149,5.3352972]}",node/7052366515,Arrêt de bus,Brésil,node/7052366515
"{""type"":""Point"",""coordinates"":[-4.0623618,5.336739]}",node/7052366516,Arrêt de bus,5 étoiles,node/7052366516
"{""type"":""Point"",""coordinates"":[-4.0623685,5.3389242]}",node/7052366517,Arrêt de bus,Coup d'oeil,node/7052366517
"{""type"":""Point"",""coordinates"":[-4.0623544,5.3402167]}",node/7052366518,Arrêt de bus,Boulagerie T7 Blé,node/7052366518
"{""type"":""Point"",""coordinates"":[-4.063367,5.3437319]}",node/7052366520,Arrêt de bus,Menuiserie,node/7052366520
"{""type"":""Point"",""coordinates"":[-4.0634467,5.3451185]}",node/7052366521,Arrêt de bus,Centre Commercial,node/7052366521
"{""type"":""Point"",""coordinates"":[-4.0634152,5.3473378]}",node/7052366522,Arrêt de bus,Bel Air,node/7052366522
"{""type"":""Point"",""coordinates"":[-3.9655883,5.3575504]}",node/7052994961,Arrêt de bus,9 Kilo,node/7052994961
"{""type"":""Point"",""coordinates"":[-3.9554317,5.3538035]}",node/7052994962,Arrêt de bus,Chez Momo,node/7052994962
"{""type"":""Point"",""coordinates"":[-3.9420924,5.3514052]}",node/7052994965,Arrêt de bus,Residence Axa,node/7052994965
"{""type"":""Point"",""coordinates"":[-3.9399876,5.3603993]}",node/7052994968,Arrêt de bus,Carrefour Village,node/7052994968
"{""type"":""Point"",""coordinates"":[-3.9413817,5.3594329]}",node/7052994969,Arrêt de bus,Garage,node/7052994969
"{""type"":""Point"",""coordinates"":[-3.9463048,5.3574386]}",node/7052994970,Arrêt de bus,Ancien Camp Akouedo,node/7052994970
"{""type"":""Point"",""coordinates"":[-3.9500902,5.3584115]}",node/7052994971,Arrêt de bus,Rond Point,node/7052994971
"{""type"":""Point"",""coordinates"":[-4.0014656,5.2987194]}",node/7054593049,Arrêt de bus,Grand Carrefour de Treichville,node/7054593049
"{""type"":""Point"",""coordinates"":[-3.9982536,5.2998985]}",node/7054593050,Arrêt de bus,Feux Collège Autoroute,node/7054593050
"{""type"":""Point"",""coordinates"":[-3.9967114,5.3004494]}",node/7054593051,Arrêt de bus,Solibra,node/7054593051
"{""type"":""Point"",""coordinates"":[-3.9893769,5.3006443]}",node/7054593052,Arrêt de bus,Grand Carrefour de Marcory,node/7054593052
"{""type"":""Point"",""coordinates"":[-3.9856721,5.2985331]}",node/7054593053,Arrêt de bus,Cap Sud,node/7054593053
"{""type"":""Point"",""coordinates"":[-3.9806651,5.2957328]}",node/7054593054,Arrêt de bus,Échangeur Marcory,node/7054593054
"{""type"":""Point"",""coordinates"":[-3.9731053,5.2915518]}",node/7054593055,Arrêt de bus,Hotel Ibis Marcory,node/7054593055
"{""type"":""Point"",""coordinates"":[-3.9700744,5.2863103]}",node/7054593056,Arrêt de bus,Grand Carrefour de Koumassi,node/7054593056
"{""type"":""Point"",""coordinates"":[-3.9691208,5.2821639]}",node/7054593057,Arrêt de bus,Camp commando de Koumassi,node/7054593057
"{""type"":""Point"",""coordinates"":[-3.9660276,5.2760791]}",node/7054593058,Arrêt de bus,Ancien Koumassi,node/7054593058
"{""type"":""Point"",""coordinates"":[-3.958447,5.2593053]}",node/7054593059,Arrêt de bus,Carrefour Mosquée,node/7054593059
"{""type"":""Point"",""coordinates"":[-3.9573392,5.2565175]}",node/7054593060,Arrêt de bus,43ème Bima,node/7054593060
"{""type"":""Point"",""coordinates"":[-3.9553222,5.2511455]}",node/7054593061,Arrêt de bus,Port-Bouët Phare,node/7054593061
"{""type"":""Point"",""coordinates"":[-3.9447315,5.2470683]}",node/7054593062,Arrêt de bus,Carrefour Aéroport,node/7054593062
"{""type"":""Point"",""coordinates"":[-3.9118691,5.2418205]}",node/7054593063,Arrêt de bus,Mosquée Sylla,node/7054593063
"{""type"":""Point"",""coordinates"":[-3.9161177,5.242513]}",node/7054593064,Arrêt de bus,Casier,node/7054593064
"{""type"":""Point"",""coordinates"":[-3.9084828,5.2412776]}",node/7054593065,Arrêt de bus,Jean folly,node/7054593065
"{""type"":""Point"",""coordinates"":[-3.8968273,5.239452]}",node/7054593066,Arrêt de bus,Corridor,node/7054593066
"{""type"":""Point"",""coordinates"":[-3.8998461,5.2397004]}",node/7054593069,Arrêt de bus,Terre rouge,node/7054593069
"{""type"":""Point"",""coordinates"":[-3.9446484,5.246864]}",node/7054593072,Arrêt de bus,Carrefour Aéroport - Après le pont,node/7054593072
"{""type"":""Point"",""coordinates"":[-3.9614162,5.2667851]}",node/7054593073,Arrêt de bus,Akwaba - Rond-Point,node/7054593073
"{""type"":""Point"",""coordinates"":[-3.9621313,5.2690216]}",node/7054593074,Arrêt de bus,Akwaba - Station Total,node/7054593074
"{""type"":""Point"",""coordinates"":[-3.9702836,5.2862983]}",node/7054593075,Arrêt de bus,Grand Carrefour de Koumassi - Après le feu,node/7054593075
"{""type"":""Point"",""coordinates"":[-3.9709514,5.2888222]}",node/7054593076,Arrêt de bus,Grand Carrefour de Koumassi - Avant le feu,node/7054593076
"{""type"":""Point"",""coordinates"":[-4.0741669,5.3547164]}",node/7054787049,Arrêt de bus,Siporex après le feu,node/7054787049
"{""type"":""Point"",""coordinates"":[-4.0768819,5.3275194]}",node/7054787050,Arrêt de bus,Yopougon Palais,node/7054787050
"{""type"":""Point"",""coordinates"":[-4.074128,5.330849]}",node/7054787051,Arrêt de bus,Kouté Terminus 40,node/7054787051
"{""type"":""Point"",""coordinates"":[-4.073444,5.3324467]}",node/7054787052,Arrêt de bus,Saguidiba,node/7054787052
"{""type"":""Point"",""coordinates"":[-4.0734789,5.3334922]}",node/7054787053,Arrêt de bus,L'antenne,node/7054787053
"{""type"":""Point"",""coordinates"":[-4.073448,5.335172]}",node/7054787054,Arrêt de bus,Mosquée,node/7054787054
"{""type"":""Point"",""coordinates"":[-4.0733823,5.3377208]}",node/7054787055,Arrêt de bus,16ème,node/7054787055
"{""type"":""Point"",""coordinates"":[-4.0734051,5.3404604]}",node/7054787056,Arrêt de bus,Score,node/7054787056
"{""type"":""Point"",""coordinates"":[-4.0734266,5.3431871]}",node/7054787057,Arrêt de bus,Saint André,node/7054787057
"{""type"":""Point"",""coordinates"":[-4.0734024,5.3461828]}",node/7054787058,Arrêt de bus,Keneya après le feu,node/7054787058
"{""type"":""Point"",""coordinates"":[-4.0733783,5.3468143]}",node/7054787059,Arrêt de bus,Keneya,node/7054787059
"{""type"":""Point"",""coordinates"":[-4.0739724,5.3522047]}",node/7054787060,Arrêt de bus,La Poste,node/7054787060
"{""type"":""Point"",""coordinates"":[-4.0741628,5.3568288]}",node/7054787061,Arrêt de bus,Siporex,node/7054787061
"{""type"":""Point"",""coordinates"":[-4.0731409,5.3601442]}",node/7054787062,Arrêt de bus,Pont piéton,node/7054787062
"{""type"":""Point"",""coordinates"":[-4.0672085,5.3609066]}",node/7054787063,Arrêt de bus,Premier pont,node/7054787063
"{""type"":""Point"",""coordinates"":[-4.0257033,5.3570214]}",node/7054787065,Arrêt de bus,Mirador,node/7054787065
"{""type"":""Point"",""coordinates"":[-4.0243931,5.3567139]}",node/7054787067,Arrêt de bus,Renault,node/7054787067
"{""type"":""Point"",""coordinates"":[-4.0275842,5.3573903]}",node/7054787070,Arrêt de bus,Ran,node/7054787070
"{""type"":""Point"",""coordinates"":[-4.028218,5.3607397]}",node/7054787071,Arrêt de bus,En bas du pont,node/7054787071
"{""type"":""Point"",""coordinates"":[-4.0292184,5.3627158]}",node/7054787072,Arrêt de bus,Wangler,node/7054787072
"{""type"":""Point"",""coordinates"":[-4.0740153,5.3553927]}",node/7054787074,Arrêt de bus,Siporex au feux,node/7054787074
"{""type"":""Point"",""coordinates"":[-4.07333,5.3342854]}",node/7054787077,Arrêt de bus,Foyer des Jeunes,node/7054787077
"{""type"":""Point"",""coordinates"":[-4.0900737,5.3161184]}",node/7054917910,Arrêt de bus,Niangon Sud à Gauche,node/7054917910
"{""type"":""Point"",""coordinates"":[-4.0886039,5.3173936]}",node/7054917911,Arrêt de bus,Collège Gloris,node/7054917911
"{""type"":""Point"",""coordinates"":[-4.0887192,5.3200176]}",node/7054917912,Arrêt de bus,Carrefour Depôt,node/7054917912
"{""type"":""Point"",""coordinates"":[-4.0882632,5.3211459]}",node/7054917913,Arrêt de bus,Carrefour Timotel,node/7054917913
"{""type"":""Point"",""coordinates"":[-4.080462,5.3244175]}",node/7054917914,Arrêt de bus,Akadjoba,node/7054917914
"{""type"":""Point"",""coordinates"":[-4.0734239,5.3487652]}",node/7054917915,Arrêt de bus,Cosmos Yopougon,node/7054917915
"{""type"":""Point"",""coordinates"":[-4.0715101,5.3558587]}",node/7054917916,Arrêt de bus,Gabriel Gare,node/7054917916
"{""type"":""Point"",""coordinates"":[-4.0670134,5.3560583]}",node/7054917917,Arrêt de bus,Sable,node/7054917917
"{""type"":""Point"",""coordinates"":[-4.020917,5.3558654]}",node/7054917919,Arrêt de bus,Adjamé Renault,node/7054917919
"{""type"":""Point"",""coordinates"":[-4.0732348,5.3501558]}",node/7054917922,Arrêt de bus,Ficgayo,node/7054917922
"{""type"":""Point"",""coordinates"":[-4.0732616,5.3402595]}",node/7054917924,Arrêt de bus,Lavage,node/7054917924
"{""type"":""Point"",""coordinates"":[-3.9740923,5.2922114]}",node/7054999100,Arrêt de bus,Ibis Marcory,node/7054999100
"{""type"":""Point"",""coordinates"":[-3.9752094,5.2924331]}",node/7054999103,Arrêt de bus,SICOMEX Marcory,node/7054999103
"{""type"":""Point"",""coordinates"":[-3.9849244,5.2978587]}",node/7054999105,Arrêt de bus,Siège de Orange Côte d'Ivoire,node/7054999105
"{""type"":""Point"",""coordinates"":[-4.0754168,5.3294603]}",node/7055147056,Arrêt de bus,Carrefour Express,node/7055147056
"{""type"":""Point"",""coordinates"":[-4.0597688,5.3241945]}",node/7055596705,Arrêt de bus,Carrefour Gandhi,node/7055596705
"{""type"":""Point"",""coordinates"":[-4.0616222,5.3197051]}",node/7055596706,Arrêt de bus,Yopougon camp militaire,node/7055596706
"{""type"":""Point"",""coordinates"":[-4.0622967,5.3210872]}",node/7055596709,Arrêt de bus,Église catholique Sainte Marie,node/7055596709
"{""type"":""Point"",""coordinates"":[-4.0568438,5.3305786]}",node/7055596712,Arrêt de bus,Centre de santé B.A.E,node/7055596712
"{""type"":""Point"",""coordinates"":[-4.0551138,5.337685]}",node/7055596714,Arrêt de bus,Carrefour Lama Fofana,node/7055596714
"{""type"":""Point"",""coordinates"":[-4.0576699,5.3397387]}",node/7055596715,Arrêt de bus,Carrefour Marché,node/7055596715
"{""type"":""Point"",""coordinates"":[-4.0586778,5.3404714]}",node/7055596716,Arrêt de bus,Pharmacie les Béatitudes,node/7055596716
"{""type"":""Point"",""coordinates"":[-4.0548255,5.341791]}",node/7055596717,Arrêt de bus,Hôtel,node/7055596717
"{""type"":""Point"",""coordinates"":[-4.0463094,5.3415507]}",node/7055596718,Arrêt de bus,Sibeco,node/7055596718
"{""type"":""Point"",""coordinates"":[-4.0456362,5.3527389]}",node/7055596719,Arrêt de bus,1er Terrain,node/7055596719
"{""type"":""Point"",""coordinates"":[-4.1065625,5.3242799]}",node/7055696176,Arrêt de bus,Carrefour Académie,node/7055696176
"{""type"":""Point"",""coordinates"":[-4.1054173,5.3269826]}",node/7055696177,Arrêt de bus,Carrefour Super marché,node/7055696177
"{""type"":""Point"",""coordinates"":[-4.103749,5.3297734]}",node/7055696178,Arrêt de bus,Lubafrique,node/7055696178
"{""type"":""Point"",""coordinates"":[-4.1009715,5.3286184]}",node/7055696179,Arrêt de bus,Ancien terminus,node/7055696179
"{""type"":""Point"",""coordinates"":[-4.0966304,5.3276115]}",node/7055696181,Arrêt de bus,Église Sainte-Rita,node/7055696181
"{""type"":""Point"",""coordinates"":[-4.091797,5.3269332]}",node/7055696182,Arrêt de bus,Carrefour Texaco - Saguidiba,node/7055696182
"{""type"":""Point"",""coordinates"":[-4.0893938,5.3396078]}",node/7055696183,Arrêt de bus,Carrefour Cité CIE,node/7055696183
"{""type"":""Point"",""coordinates"":[-4.0892637,5.3469185]}",node/7055696184,Arrêt de bus,Carrefour Niangon,node/7055696184
"{""type"":""Point"",""coordinates"":[-4.084437,5.3619681]}",node/7055717185,Arrêt de bus,Carrefour B.A.E,node/7055717185
"{""type"":""Point"",""coordinates"":[-4.0956353,5.3648682]}",node/7055717187,Arrêt de bus,Gesco BATIM,node/7055717187
"{""type"":""Point"",""coordinates"":[-4.0988465,5.3626751]}",node/7055717188,Arrêt de bus,Boulagerie,node/7055717188
"{""type"":""Point"",""coordinates"":[-4.1001937,5.361169]}",node/7055717189,Arrêt de bus,Boutique,node/7055717189
"{""type"":""Point"",""coordinates"":[-4.1010211,5.3591227]}",node/7055717190,Arrêt de bus,Rond-point de Gesco,node/7055717190
"{""type"":""Point"",""coordinates"":[-4.1039213,5.3514577]}",node/7055717191,Arrêt de bus,Pharmacie Alicia,node/7055717191
"{""type"":""Point"",""coordinates"":[-4.0993984,5.3495944]}",node/7055717192,Arrêt de bus,Sorbonne,node/7055717192
"{""type"":""Point"",""coordinates"":[-4.1003834,5.3436885]}",node/7055717193,Arrêt de bus,Carrefour petit canari,node/7055717193
"{""type"":""Point"",""coordinates"":[-4.1014852,5.3356127]}",node/7055717194,Arrêt de bus,Carrefour Anador,node/7055717194
"{""type"":""Point"",""coordinates"":[-3.9878869,5.3809122]}",node/7056143583,Arrêt de bus,Petro Ivoire 7è Tranche,node/7056143583
